title,time,username,q1,q2,q3,q4,q5,q6,q7,q8,q9
Panorama Forbidden City,~2021-02-05 21:34,unknown,Yes,20-Nov,Rich content,"Between work/study, at leisure, before going to bed at night/wake up in the morning","student, travel enthusiast",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-05 21:36,unknown,Yes,10-Jan,beautiful form,"Work/study gaps, leisure time","students, travel enthusiasts, others",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-05 21:39,unknown,Yes,40 or more,beautiful form,"Work/study gaps, leisure time","Cultural and blog enthusiasts, history lovers, international friends who love Chinese culture",A. Fully satisfied,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-02-05 21:45,unknown,Yes,21-40 pieces,Update frequency,studying and working,Internet technology enthusiast,B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-05 21:47,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time",student,B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-05 21:47,unknown,Yes,21-40 pieces,Shooting range,Before going to bed late at night / waking up early in the morning,student,C. Insufficient coverage area,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-02-05 21:59,unknown,no,21-40 pieces,deep interaction,"Between work/study, at leisure, at work, at work, at meals, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Culture and blog enthusiasts, history lovers, collectors, fans of the country, Internet technology enthusiasts, students, literary youth, traditional culture lovers, travel enthusiasts, others",C. Insufficient coverage area,C. More indoor scenes,B. Garden area,"can move on its own,"
Panorama Forbidden City,~2021-02-05 22:11,unknown,Yes,40 or more,innovative,commuting or going out,"Cultural and blogging enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, literary youth, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts, others",A. Fully satisfied,A. Unpopular open areas,"A. ""Front facing"" area",Hope to increase the beautiful Forbidden City
Panorama Forbidden City,~2021-02-05 23:10,unknown,Yes,10-Jan,Rich content,"Between work/study, at leisure, before going to bed at night/wake up in the morning","Cultural and museum lovers, history lovers, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area","details of aristocratic life,"
Panorama Forbidden City,~2021-02-05 23:27,unknown,Yes,10-Jan,Shooting range,Before going to bed late at night / waking up early in the morning,"National tide fans, students",D. Too little visible area,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-05 23:53,unknown,Yes,40 or more,Shooting range,Before going to bed late at night / waking up early in the morning,history buff,C. Insufficient coverage area,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-06 00:17,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","Cultural and blogging enthusiasts, history lovers, national tide fans, students, practitioners in the cultural and blogging industry, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts",B. Basic Satisfaction,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-06 00:54,unknown,Yes,10-Jan,Shooting range,Before going to bed late at night / waking up early in the morning,history buff,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-06 01:02,unknown,Yes,10-Jan,deep interaction,"Work/study gaps, leisure time",student,B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-06 01:41,unknown,Yes,21-40 pieces,innovative,"Work/study gaps, leisure time",student,B. Basic Satisfaction,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-02-06 03:04,unknown,Yes,20-Nov,details are accurate,Before going to bed late at night / waking up early in the morning,"History buffs, national tide fans",B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-06 06:34,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time",student,B. Basic Satisfaction,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-06 07:06,unknown,no,10-Jan,Rich content,studying and working,traditional culture lovers,D. Too little visible area,A. Unpopular open areas,"C. ""After bed"" area",can go in
Panorama Forbidden City,~2021-02-06 07:55,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","History lovers, national tide fans, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-06 08:30,unknown,Yes,10-Jan,distinct personality,When socializing with like-minded people,"History buffs, practitioners in the cultural industry",A. Fully satisfied,C. More indoor scenes,B. Garden area,without
Panorama Forbidden City,~2021-02-06 08:40,unknown,Yes,20-Nov,deep interaction,Before going to bed late at night / waking up early in the morning,"Cultural and bloggers, history buffs, travel enthusiasts",C. Insufficient coverage area,B. Partially closed areas,"A. ""Front facing"" area",There are preset tour guides that guide visitors by line or theme
Panorama Forbidden City,~2021-02-06 09:19,unknown,Yes,21-40 pieces,Rich content,"Between work/study, leisure, socializing with like-minded people","Culture and blog enthusiasts, history lovers, national tide fans, students, traditional culture lovers, travel lovers",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,Jewelry Hall and Ningshou Palace
Panorama Forbidden City,~2021-02-06 09:31,unknown,Yes,20-Nov,deep interaction,"Work/study gaps, leisure time",history buff,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",Detailed Explanation of Professional Vocabulary
Panorama Forbidden City,~2021-02-06 09:35,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time","History buffs, collectors buffs, travel buffs",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-02-06 09:45,unknown,Yes,10-Jan,details are accurate,"Work/study gap, leisure time, study and work","National tide fans, students, traditional culture lovers",A. Fully satisfied,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-02-06 10:08,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","Cultural and art lovers, history lovers, national tide fans, students, literary youth, travel lovers",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-06 10:10,unknown,Yes,20-Nov,Rich content,"On the way to and from get off work or going out, between work/study, during leisure","Cultural and bloggers, history buffs, national tide fans",A. Fully satisfied,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-02-06 10:39,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time","Culture and blog enthusiasts, history enthusiasts, collectors, fans of national trends, Internet technology enthusiasts, traditional culture enthusiasts",B. Basic Satisfaction,C. More indoor scenes,D. Other areas,"without,"
Panorama Forbidden City,~2021-02-06 11:46,unknown,Yes,10-Jan,details are accurate,commuting or going out,history buff,A. Fully satisfied,B. Partially closed areas,B. Garden area,Mystery
Panorama Forbidden City,~2021-02-06 11:50,unknown,uncertain,20-Nov,Rich content,When socializing with like-minded people,"Culture and blog enthusiasts, history lovers, collectors, Internet technology enthusiasts, students, literary youth, traditional culture lovers, international friends who love Chinese culture",A. Fully satisfied,C. More indoor scenes,B. Garden area,"Add some, history and culture, how many years."
Panorama Forbidden City,~2021-02-06 11:54,unknown,Yes,21-40 pieces,beautiful form,"Work/study gaps, leisure time","student, youth",A. Fully satisfied,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-02-06 12:00,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",history buff,A. Fully satisfied,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-02-06 12:01,unknown,no,10-Jan,innovative,"Work/study gaps, leisure time","student, travel enthusiast",D. Too little visible area,C. More indoor scenes,"A. ""Front facing"" area",enter the house
Panorama Forbidden City,~2021-02-06 12:03,unknown,Yes,20-Nov,beautiful form,"Work/study gaps, leisure time","Cultural and art lovers, history lovers, national tide fans, students, literary youth, traditional culture lovers",B. Basic Satisfaction,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-06 12:19,unknown,Yes,40 or more,details are accurate,"Between work/study, at leisure, at work, at work, at meals, when socializing with like-minded people, before going to bed at night/waking up early in the morning","Cultural and blogging enthusiasts, history lovers, collectors, fans of the country, Internet technology enthusiasts, students, practitioners in the cultural and blogging industry, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts, others",A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-02-06 12:37,unknown,Yes,20-Nov,details are accurate,studying and working,"History buffs, students, travel enthusiasts",C. Insufficient coverage area,C. More indoor scenes,"A. ""Front facing"" area",more real experience
Panorama Forbidden City,~2021-02-06 13:11,unknown,Yes,21-40 pieces,Shooting range,"Work/study gaps, leisure time",student,C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area","Broken Rainbow Bridge, you can see the details more clearly when you zoom in,"
Panorama Forbidden City,~2021-02-06 13:20,unknown,Yes,40 or more,deep interaction,"Work/study gaps, leisure time","Cultural and blogging enthusiasts, history lovers, collectors, Internet technology enthusiasts, practitioners in the cultural and blogging industry, traditional culture lovers, international friends who love Chinese culture, travel enthusiasts, others",C. Insufficient coverage area,A. Unpopular open areas,"C. ""After bed"" area",Control where you go
Panorama Forbidden City,~2021-02-06 13:52,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time","History buffs, collectors buffs, traditional culture buffs",C. Insufficient coverage area,C. More indoor scenes,"A. ""Front facing"" area",Hope to increase the inner court exhibition area
Panorama Forbidden City,~2021-02-06 14:10,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time","student, travel enthusiast",A. Fully satisfied,C. More indoor scenes,B. Garden area,very good
Panorama Forbidden City,~2021-02-06 14:15,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","National tide fans, students, literary youth, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-06 14:16,unknown,no,10-Jan,Shooting range,"Between work/study, at leisure, before going to bed at night/wake up in the morning","Cultural and blog enthusiasts, national trend fans, students",D. Too little visible area,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-02-06 14:39,unknown,Yes,40 or more,details are accurate,"On the way to and from get off work or going out, between work/study, at leisure, while studying and working, while dining, when socializing with like-minded people","Cultural and blog enthusiasts, collectors, fans of the country, students, literary youth, traditional culture lovers, travel lovers",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area","Undeveloped area, indicate the period, some relevant knowledge"
Panorama Forbidden City,~2021-02-06 15:08,unknown,Yes,20-Nov,innovative,"Work/study gaps, leisure time","student, traditional culture lover",B. Basic Satisfaction,C. More indoor scenes,D. Other areas,
